Наименование аэропорта РФ;Год периода данных;Январь;Февраль;Март;Апрель;Май;Июнь;Июль;Август;Сентябрь;Октябрь;Ноябрь;Декабрь;Январь - Декабрь
Каргасок;2017;***;***;***;***;***;***;***;***;***;***;***;***;***
Кедровый;2017;***;***;***;***;***;***;***;***;***;***;***;***;***
Кемерово;2017;22591;20122;25655;23434;29320;42965;52457;52202;41292;29503;27920;30565;398026
Кепервеем;2017;***;***;***;***;***;***;***;***;***;***;***;***;***
Киренск;2017;***;***;***;***;***;***;***;***;***;***;***;***;***
Киров;2017;***;***;***;***;***;***;***;***;***;***;***;***;***
Когалым;2017;9686;8858;10450;10062;10466;10847;11751;11970;10985;10874;10329;11104;127382
Кодинск;2017;***;***;***;***;***;***;***;***;***;***;***;***;***
Колпашево;2017;***;***;***;***;***;***;***;***;***;***;***;***;***
Комсомольск-на-Амуре;2017;1136;1356;2115;1896;1637;907;1134;1619;999;924;644;815;15182
Кондинское;2017;***;***;***;***;***;***;***;***;***;***;***;***;***
Коряки(Корякский);2017;***;***;***;***;***;***;***;***;***;***;***;***;***
Кострома;2017;***;***;***;***;***;***;***;***;***;***;***;***;***
Коткино;2017;***;***;***;***;***;***;***;***;***;***;***;***;***
Котлас;2017;***;***;***;***;***;***;***;***;***;***;***;***;***
Краснодар(Пашковский);2017;223845;201001;239383;257566;306314;318777;363060;373737;340780;303514;284759;282251;3494987
Красноселькуп;2017;***;***;***;***;***;***;***;***;***;***;***;***;***
Красноярск(Емельяново);2017;141461;138547;163386;166982;177164;202843;236740;238042;209576;191387;190435;202071;2258634
Красноярск(Черемшанка);2017;***;***;***;***;***;***;***;***;***;***;***;***;***
Курган;2017;***;***;***;***;***;***;***;***;***;***;***;***;***
Курильск(Ясный);2017;***;***;***;***;***;***;***;***;***;***;***;***;***
Курск(Восточный);2017;***;***;***;***;***;***;***;***;***;***;***;***;***
Кызыл;2017;1391;1855;2157;2395;2570;1923;2032;1789;1814;2304;2260;2296;24786
Лабожское;2017;***;***;***;***;***;***;***;***;***;***;***;***;***
Ленск;2017;3938;3808;4483;4812;5328;5575;5316;5792;4768;4728;5096;4444;58088
Лешуконское;2017;***;***;***;***;***;***;***;***;***;***;***;***;***
Липецк;2017;***;***;***;***;***;***;***;***;***;***;***;***;***
Магадан(Магадан-13);2017;***;***;***;***;***;***;***;***;***;***;***;***;***
Магадан(Сокол);2017;20707;19760;24020;26085;30626;36391;44962;45930;40254;32508;28033;27518;376794
Магнитогорск;2017;***;***;***;***;***;***;***;***;***;***;***;***;***
Майкоп;2017;0;0;0;0;0;0;0;0;0;0;0;0;0
Мама;2017;***;***;***;***;***;***;***;***;***;***;***;***;***
Манилы;2017;***;***;***;***;***;***;***;***;***;***;***;***;***
Марково;2017;***;***;***;***;***;***;***;***;***;***;***;***;***
Махачкала(Уйташ);2017;***;***;***;***;***;***;***;***;***;***;***;***;***
Междуреченский;2017;***;***;***;***;***;***;***;***;***;***;***;***;***
Мезень;2017;***;***;***;***;***;***;***;***;***;***;***;***;***
Мильково;2017;***;***;***;***;***;***;***;***;***;***;***;***;***
Минеральные Воды;2017;154865;148913;157776;162732;189310;200802;225323;229152;214469;188963;157838;150035;2180178
Мирный;2017;22728;21015;25642;22751;26825;32821;33817;36482;30357;27315;24261;25432;329446
Москва(Быково);2017;0;0;0;0;0;0;0;0;0;0;0;0;0
Москва(Внуково);2017;1080047;1008125;1136264;1276869;1515374;1845726;2094108;2071352;1906015;1588005;1283681;1333299;18138865
Москва(Домодедово);2017;2089356;1817757;2078000;2270115;2620156;2994124;3512406;3521769;3138883;2530505;2037611;2047172;30657854
Москва(Остафьево);2017;***;***;***;***;***;***;***;***;***;***;***;***;***
Москва(Шереметьево);2017;2686564;2514553;2856716;3042362;3233900;3614544;4160642;4081123;3697588;3539229;3100289;3113933;39641443
Мотыгино;2017;***;***;***;***;***;***;***;***;***;***;***;***;***
Мурманск;2017;57588;53955;59463;59307;67590;80489;90839;93276;79870;67812;64059;72192;846440
Мыс Шмидта;2017;***;***;***;***;***;***;***;***;***;***;***;***;***
Мыс-Каменный;2017;***;***;***;***;***;***;***;***;***;***;***;***;***
Надым;2017;12293;9964;11738;11767;16014;16930;17711;17620;16271;12003;12013;14989;169313
Назрань(Магас/Слепцовская);2017;***;***;***;***;***;***;***;***;***;***;***;***;***
Нальчик;2017;***;***;***;***;***;***;***;***;***;***;***;***;***
Нарьян-Мар;2017;***;***;***;***;***;***;***;***;***;***;***;***;***
Нелькан;2017;***;***;***;***;***;***;***;***;***;***;***;***;***
Нерюнгри(Чульман);2017;***;***;***;***;***;***;***;***;***;***;***;***;***
Несь;2017;***;***;***;***;***;***;***;***;***;***;***;***;***
Нижнеангарск;2017;***;***;***;***;***;***;***;***;***;***;***;***;***
Нижневартовск;2017;43864;40603;46894;48572;52790;70032;78988;79061;66803;50495;44149;47621;669872
Нижнекамск(Бегишево);2017;***;***;***;***;***;***;***;***;***;***;***;***;***
Нижнеудинск;2017;***;***;***;***;***;***;***;***;***;***;***;***;***
Нижний Новгород(Стригино);2017;48539;47505;54696;57602;79164;105225;116091;117271;114493;87225;67052;66628;961491
Нижняя Пеша;2017;***;***;***;***;***;***;***;***;***;***;***;***;***
Николаевск-на-Амуре;2017;1945;2091;2561;2833;3006;3354;4028;3875;3730;3057;2796;2139;35415
Никольское;2017;***;***;***;***;***;***;***;***;***;***;***;***;***
Новокузнецк;2017;16915;16380;18372;17425;16998;22100;25266;25005;22413;16376;18163;18996;234409
Новосибирск(Северный);2017;***;***;***;***;***;***;***;***;***;***;***;***;***
Новосибирск(Толмачево);2017;304096;270965;315856;332230;375242;464547;532695;526621;482259;410964;389435;404695;4809605
Новый Уренгой;2017;66724;63573;71409;74645;79148;87978;92048;90595;84819;74999;72689;79001;937628
Ноглики;2017;***;***;***;***;***;***;***;***;***;***;***;***;***
Норильск;2017;31826;27544;36436;39720;57964;25999;35021;34748;50500;43411;38895;39659;461723
Норильск(Валек);2017;***;***;***;***;***;***;***;***;***;***;***;***;***
Ноябрьск;2017;12395;12520;14385;15935;18377;19708;23323;22372;18999;17116;16157;18192;209479
Нюрба;2017;***;***;***;***;***;***;***;***;***;***;***;***;***
Нягань;2017;***;***;***;***;***;***;***;***;***;***;***;***;***
Озерная;2017;***;***;***;***;***;***;***;***;***;***;***;***;***
Олекминск;2017;***;***;***;***;***;***;***;***;***;***;***;***;***
Оленек;2017;***;***;***;***;***;***;***;***;***;***;***;***;***
Ома;2017;***;***;***;***;***;***;***;***;***;***;***;***;***
Омолон;2017;***;***;***;***;***;***;***;***;***;***;***;***;***
Омск(Центральный);2017;60906;53261;60508;61102;72567;93964;113626;113829;99040;77195;68332;73918;948248
Омсукчан;2017;***;***;***;***;***;***;***;***;***;***;***;***;***
Орел(Южный);2017;***;***;***;***;***;***;***;***;***;***;***;***;***
Оренбург(Центральный);2017;42245;37587;42514;47232;62105;73509;97385;98883;81349;58723;50848;51923;744303
Орск;2017;***;***;***;***;***;***;***;***;***;***;***;***;***
Оссора;2017;***;***;***;***;***;***;***;***;***;***;***;***;***
Оха;2017;***;***;***;***;***;***;***;***;***;***;***;***;***
Охотск;2017;***;***;***;***;***;***;***;***;***;***;***;***;***
Палана;2017;***;***;***;***;***;***;***;***;***;***;***;***;***
Пахачи;2017;***;***;***;***;***;***;***;***;***;***;***;***;***
Певек;2017;1564;1335;2286;2309;1741;2512;2292;1935;3213;1997;1799;1243;24226
Пенза;2017;***;***;***;***;***;***;***;***;***;***;***;***;***
Пермь(Бахаревка);2017;***;***;***;***;***;***;***;***;***;***;***;***;***
Пермь(Большое Савино);2017;84648;78030;87616;90408;112375;134322;148169;146642;134884;114648;101320;105311;1338373
Песчанка(остров Колгуев);2017;***;***;***;***;***;***;***;***;***;***;***;***;***
Петрозаводск(Бесовец);2017;***;***;***;***;***;***;***;***;***;***;***;***;***
Петрозаводск(Пески);2017;***;***;***;***;***;***;***;***;***;***;***;***;***
Петропавловск-Камчатский(Елизово);2017;36383;30629;39336;43654;50340;63088;80969;89235;76206;55891;44456;48502;658689
Печора;2017;***;***;***;***;***;***;***;***;***;***;***;***;***
Пионерный;2017;***;***;***;***;***;***;***;***;***;***;***;***;***
Пластун;2017;***;***;***;***;***;***;***;***;***;***;***;***;***
Подкаменная Тунгуска;2017;***;***;***;***;***;***;***;***;***;***;***;***;***
Полины Осипенко;2017;***;***;***;***;***;***;***;***;***;***;***;***;***
Полярный;2017;3399;3438;3782;3657;5186;6249;6612;7353;5537;4613;3900;4511;58237
Провидения(Провидения Бухта);2017;***;***;***;***;***;***;***;***;***;***;***;***;***
Псков(Кресты);2017;***;***;***;***;***;***;***;***;***;***;***;***;***
Рогачево(Амдерма-2);2017;***;***;***;***;***;***;***;***;***;***;***;***;***
Ростов-на-Дону;2017;188648;170579;193315;197326;232182;247027;270007;264191;250469;242538;233072;42912;2532266
Ростов-на-Дону(Платов);2017;***;***;***;***;***;***;***;***;***;***;***;***;***
Сабетта;2017;***;***;***;***;***;***;***;***;***;***;***;***;***
Саккырыр;2017;***;***;***;***;***;***;***;***;***;***;***;***;***
Салехард;2017;***;***;***;***;***;***;***;***;***;***;***;***;***
Самара(Курумоч);2017;***;***;***;***;***;***;***;***;***;***;***;***;***
Самара(Смышляевка);2017;***;***;***;***;***;***;***;***;***;***;***;***;***
Сангар;2017;***;***;***;***;***;***;***;***;***;***;***;***;***
Санкт-Петербург(Пулково);2017;982522;897544;1018974;1147043;1396650;1700237;1917052;1881419;1668519;1343690;1089829;1082041;16125520
Саранск;2017;***;***;***;***;***;***;***;***;***;***;***;***;***
Саратов(Центральный);2017;28843;29673;32985;35451;40066;47998;54640;54491;48220;40495;35430;33211;481503
Саскылах;2017;***;***;***;***;***;***;***;***;***;***;***;***;***
Светлогорск;2017;***;***;***;***;***;***;***;***;***;***;***;***;***
Северо-Енисейский;2017;***;***;***;***;***;***;***;***;***;***;***;***;***
Северо-Эвенск;2017;***;***;***;***;***;***;***;***;***;***;***;***;***
Сеймчан;2017;***;***;***;***;***;***;***;***;***;***;***;***;***
Симферополь;2017;***;***;***;***;***;***;***;***;***;***;***;***;***
Снопа;2017;***;***;***;***;***;***;***;***;***;***;***;***;***
Соболево;2017;***;***;***;***;***;***;***;***;***;***;***;***;***
Советская Гавань;2017;***;***;***;***;***;***;***;***;***;***;***;***;***
Советский;2017;***;***;***;***;***;***;***;***;***;***;***;***;***
Соловки;2017;***;***;***;***;***;***;***;***;***;***;***;***;***
Сочи;2017;323122;345175;376042;362529;429930;606684;766415;776555;670025;428078;294780;302639;5681974
Среднеколымск;2017;***;***;***;***;***;***;***;***;***;***;***;***;***
Ставрополь(Шпаковское);2017;24691;21941;26243;30513;30705;28533;26835;30589;36029;34807;32216;33108;356210
Старый Оскол;2017;***;***;***;***;***;***;***;***;***;***;***;***;***
Стрежевой;2017;***;***;***;***;***;***;***;***;***;***;***;***;***
Сунтар;2017;***;***;***;***;***;***;***;***;***;***;***;***;***
Сургут;2017;110671;104640;119064;122102;127804;173775;208833;205466;161852;131494;126547;128796;1721044
Сыктывкар;2017;30697;28898;32638;34003;39757;53683;64880;64664;52673;41595;34693;33401;511582
Таганрог(Южный);2017;***;***;***;***;***;***;***;***;***;***;***;***;***
Тазовский;2017;***;***;***;***;***;***;***;***;***;***;***;***;***
Таксимо;2017;***;***;***;***;***;***;***;***;***;***;***;***;***
Талакан;2017;***;***;***;***;***;***;***;***;***;***;***;***;***
Тамбов;2017;917;1525;1925;1921;2419;3168;4020;4453;3803;2673;2336;2134;31294
Тара;2017;***;***;***;***;***;***;***;***;***;***;***;***;***
Тарко-Сале;2017;***;***;***;***;***;***;***;***;***;***;***;***;***
Таштагол;2017;***;***;***;***;***;***;***;***;***;***;***;***;***
Тигиль;2017;***;***;***;***;***;***;***;***;***;***;***;***;***
Тикси;2017;677;1047;1368;1280;1460;1922;2071;2074;1669;1483;870;1332;17253
Тиличики;2017;***;***;***;***;***;***;***;***;***;***;***;***;***
Тобольск;2017;***;***;***;***;***;***;***;***;***;***;***;***;***
Толька;2017;***;***;***;***;***;***;***;***;***;***;***;***;***
Томск(Богашево);2017;40790;38717;44310;47454;51420;59299;67126;68388;60103;51449;44156;44505;617717
Троицко-Печорск;2017;***;***;***;***;***;***;***;***;***;***;***;***;***
Тугур;2017;***;***;***;***;***;***;***;***;***;***;***;***;***
Тура(Горный);2017;***;***;***;***;***;***;***;***;***;***;***;***;***
Туруханск;2017;***;***;***;***;***;***;***;***;***;***;***;***;***
Тында;2017;***;***;***;***;***;***;***;***;***;***;***;***;***
Тюмень(Плеханово);2017;***;***;***;***;***;***;***;***;***;***;***;***;***
Тюмень(Рощино);2017;113543;109110;119633;127192;150729;183441;213143;214632;179483;143984;131042;136977;1822909
Удское;2017;***;***;***;***;***;***;***;***;***;***;***;***;***
Улан-Удэ(Мухино);2017;***;***;***;***;***;***;***;***;***;***;***;***;***
Ульяновск(Баратаевка);2017;***;***;***;***;***;***;***;***;***;***;***;***;***
Ульяновск(Восточный);2017;***;***;***;***;***;***;***;***;***;***;***;***;***
Урай;2017;***;***;***;***;***;***;***;***;***;***;***;***;***
Ургалан;2017;***;***;***;***;***;***;***;***;***;***;***;***;***
Уренгой;2017;***;***;***;***;***;***;***;***;***;***;***;***;***
Усинск;2017;***;***;***;***;***;***;***;***;***;***;***;***;***
Усть-Камчатск;2017;***;***;***;***;***;***;***;***;***;***;***;***;***
Усть-Кара;2017;***;***;***;***;***;***;***;***;***;***;***;***;***
Усть-Куйга;2017;***;***;***;***;***;***;***;***;***;***;***;***;***
Усть-Кут;2017;***;***;***;***;***;***;***;***;***;***;***;***;***
Усть-Мая;2017;***;***;***;***;***;***;***;***;***;***;***;***;***
Усть-Нера;2017;***;***;***;***;***;***;***;***;***;***;***;***;***
Усть-Хайрюзово;2017;***;***;***;***;***;***;***;***;***;***;***;***;***
Усть-Цильма;2017;***;***;***;***;***;***;***;***;***;***;***;***;***
Уфа;2017;171739;155316;177796;192087;238587;284752;308839;307451;281008;239374;213049;224409;2794407
Ухта;2017;***;***;***;***;***;***;***;***;***;***;***;***;***
Хабаровск(МВЛ);2017;279;246;420;614;518;402;492;1314;527;589;500;412;6313
Хабаровск(Новый);2017;130419;119384;137009;148096;158841;191982;232673;235189;205716;178703;154536;154544;2047092
Хандыга;2017;***;***;***;***;***;***;***;***;***;***;***;***;***
Ханты-Мансийск;2017;14189;14232;15933;17155;17422;27310;27193;28899;23945;21735;23552;22972;254537
Харута;2017;***;***;***;***;***;***;***;***;***;***;***;***;***
Хатанга;2017;1721;1527;2513;3153;3554;3332;3179;4001;3191;3127;2601;2882;34781
Херпучи;2017;***;***;***;***;***;***;***;***;***;***;***;***;***
Хонуу(Мома);2017;***;***;***;***;***;***;***;***;***;***;***;***;***
Хорей-Вер;2017;***;***;***;***;***;***;***;***;***;***;***;***;***
Чара;2017;***;***;***;***;***;***;***;***;***;***;***;***;***
Чебоксары;2017;***;***;***;***;***;***;***;***;***;***;***;***;***
Чегдомын;2017;***;***;***;***;***;***;***;***;***;***;***;***;***
Челябинск(Баландино);2017;95420;85285;95815;97507;121471;145982;168385;167058;147848;123262;109317;112419;1469769
Череповец;2017;***;***;***;***;***;***;***;***;***;***;***;***;***
Черский;2017;***;***;***;***;***;***;***;***;***;***;***;***;***
Чижа;2017;***;***;***;***;***;***;***;***;***;***;***;***;***
Чита(Кадала);2017;22949;20034;21880;24637;27730;34182;43877;44256;34996;31015;25445;27673;358674
Чокурдах;2017;***;***;***;***;***;***;***;***;***;***;***;***;***
Чумикан;2017;***;***;***;***;***;***;***;***;***;***;***;***;***
Шарыпово;2017;***;***;***;***;***;***;***;***;***;***;***;***;***
Шахтерск;2017;***;***;***;***;***;***;***;***;***;***;***;***;***
Шойна;2017;***;***;***;***;***;***;***;***;***;***;***;***;***
Шушенское;2017;***;***;***;***;***;***;***;***;***;***;***;***;***
Эгвекинот(Залив Креста);2017;***;***;***;***;***;***;***;***;***;***;***;***;***
Экимчан;2017;***;***;***;***;***;***;***;***;***;***;***;***;***
