Код;Проведена;Дата;ХозОперация;Поступление;Списание;Контрагент;Заказ;Наша организация;Наш р/счет;ЗаказСНашейСтороны;Менеджер;Комментарий 1;Комментарий 2
3705;ИСТИНА;20.10.2014;53;20 351,66;0,00;880;1758;98;10;194;;Платежное поручение № 50773 от 17.10.2014 ВОЗВРАТ ДЕН СР-В ВНОСИМЫХ В КАЧЕСТВЕ ОБЕСПЕЧЕНИЯ ИСПОЛНЕНИЯ ГОСУДАРСТВЕННОГО ДОЛГА РЕГ. N339 ОТ 30.09.14. СУММА 203510РУБ.00КОП..БЕЗ НДС;
3504;ИСТИНА;20.10.2014;49;0,00;7 869,60;639;1276;98;10;194;;Платежное поручение № 433 от 20.10.2014 Оплата за мешки и чистящие средства по счету № 8239 от 16.10.2014г. В том числе НДС 18 % - 1200.45;
3455;ИСТИНА;21.10.2014;60;35 144,75;0,00;497;992;98;10;194;;Платежное поручение № 993 от 21.10.2014 Счет-фактура УТ-207 от 14.10.14г. хоз.товары ГК 34/340 от 09.04.2014г.,в т.ч.НДС(18%)-5361-06;
3457;ИСТИНА;21.10.2014;60;6 415,25;0,00;497;992;98;10;194;;Платежное поручение № 989 от 21.10.2014 Счет-фактура УТ-207 от 14.10.14г. хоз.товары ГК 34/340 от 09.04.2014г.,в т.ч.НДС(18%)-978-60;
3298;ИСТИНА;21.10.2014;49;0,00;87 762,90;120;238;98;10;194;;Платежное поручение № 438 от 20.10.2014 Оплата хоз.материалов по счёту № 3102 от 15.10.14г. В том числе НДС 18 % - 13387.56;
3519;ИСТИНА;21.10.2014;30;0,00;16,00;649;1296;98;10;194;;"Банковский ордер № 476688 от 21.10.2014 Комиссия за ПП/ПТ в СБ через ДБО согласно договора РКО № 40702810838170023089 от '10/01/2014'.Документ(ы):  Документ(ы):; от 20/10/14 №№: 437 (27682.46 RUR ), 438 (87762.9 RUR ). Без НДС";
3282;ИСТИНА;21.10.2014;49;0,00;85 523,76;86;170;98;10;194;;Платежное поручение № 435 от 20.10.2014 Оплата хоз.средств по счёту № 2906 от 17.10.14г, в т.ч. НДС - 13046 руб.;
3271;ИСТИНА;21.10.2014;49;0,00;18 133,70;39;76;98;10;194;;Платежное поручение № 440 от 20.10.2014 Оплата хоз.средств по счёту № 961 от 20.10.14г, В том числе НДС 18 % - 2766.16;
3681;ИСТИНА;21.10.2014;49;0,00;25 051,40;870;1738;98;10;194;;Платежное поручение № 436 от 20.10.2014 Оплата канц.товаров по счёту № 0НХ/1581554/367252 от 20.10.14г, в т.ч. НДС - 3821,40р;
3634;ИСТИНА;21.10.2014;49;0,00;27 682,46;782;1562;98;10;194;;Платежное поручение № 437 от 20.10.2014 Оплата хоз.товаров по счёту № 3841 от 20.10.14г, в т.ч. НДС - 4222,75р.;
3679;ИСТИНА;21.10.2014;49;0,00;346 912,92;870;1738;98;10;194;;Платежное поручение № 439 от 20.10.2014 Оплата канц.товаров по счёту № 0НХ/1581554/366840 от 20.10.14г, в т.ч. НДС - 52918,92р;
3527;ИСТИНА;21.10.2014;30;0,00;120,00;649;1296;98;10;194;;"Банковский ордер № 476681 от 21.10.2014 Комиссия за ПП/ПТ в КБ через ДБО согласно договора РКО № 40702810838170023089 от '10/01/2014'. Документ(ы):  Документ(ы):; от 20/10/14 №№: 435 (85523.76 RUR ), 436 (25051.4 RUR ), 440 (18133.7 RUR ), 439 (34691";
3657;ИСТИНА;22.10.2014;49;0,00;59 706,20;825;1648;98;10;194;;Платежное поручение № 442 от 22.10.2014 Оплата по счету № 4586 от 22.10.14 г. за бытовую химию. В том числе НДС 18 % - 9107.73;
3688;ИСТИНА;22.10.2014;49;0,00;49 068,44;870;1738;98;10;194;;Платежное поручение № 443 от 22.10.2014 Оплата по сч№ОНХ/1581554/368347 от 22,10,2014г. за канцтовары;
3499;ИСТИНА;22.10.2014;49;0,00;5 616,00;639;1276;98;10;194;;Платежное поручение № 441 от 22.10.2014 Оплата по счету № 8401 от 22.10.14г.  за товары бытовой химии. В том числе НДС 18 % - 856.68;
3532;ИСТИНА;22.10.2014;30;0,00;90,00;649;1296;98;10;194;;"Банковский ордер № 530731 от 22.10.2014 Комиссия за ПП/ПТ в КБ через ДБО согласно договора РКО № 40702810838170023089 от '10/01/2014'. Документ(ы):  Документ(ы):; от 22/10/14 №№: 441 (5616 RUR ), 443 (49068.44 RUR ), 442 (59706.2 RUR ). Без НДС";
3451;ИСТИНА;23.10.2014;83;0,00;60 000,00;496;990;98;10;194;;Платежное поручение № 444 от 23.10.2014;
3531;ИСТИНА;23.10.2014;30;0,00;30,00;649;1296;98;10;194;;Банковский ордер № 583915 от 23.10.2014 Комиссия за ПП/ПТ в КБ через ДБО согласно договора РКО № 40702810838170023089 от '10/01/2014'. Документ(ы): №444 (60000 RUR ) от 23/10/14. Без НДС;
3749;ИСТИНА;23.10.2014;60;104 918,00;0,00;965;1928;98;10;194;;"Платежное поручение № 376 от 23.10.2014 (177.0309.1010049.244.340; л/с03731820990) Приобретение материальных запасов (туалетная бумага) ГК 015 от 22.09.14,сч.УТ-209 от 17.10.14,тн 00УТ-000209 от 17.10.14,в т.ч.НДС(18%)-16 004,44.";
3367;ИСТИНА;23.10.2014;51;0,00;3 000,00;287;572;98;10;194;;Платежное поручение № 445 от 23.10.2014 Обеспечение исполнения Государственного контракта НДС не облагается;
3215;ИСТИНА;23.10.2014;60;31 033,00;0,00;18;34;98;10;194;;"Платежное поручение № 695 от 22.10.2014 (340):31033.00;Оплата по дог. № 902Д/80 от 02.10.14 за поставку стройматериала, счет № УТ-156 от 03.10.14, т.н. УТ-156 от 03.10.14, в т.ч. НДС - 4733,85 руб.";
3425;ИСТИНА;24.10.2014;61;119 779,44;0,00;444;886;98;10;194;;Платежное поручение № 427 от 24.10.2014 Возврат денежных средств по п/п № 427 от 16.10.2014. Неверный ИНН получателя НДС не облагается;
3521;ИСТИНА;27.10.2014;30;0,00;8,00;649;1296;98;10;194;;Банковский ордер № 694483 от 27.10.2014 Комиссия за ПП/ПТ в СБ через ДБО согласно договора РКО № 40702810838170023089 от '10/01/2014'.Документ(ы): №447 (9189.44 RUR ) от 27/10/14. Без НДС;
3301;ИСТИНА;27.10.2014;49;0,00;9 189,44;120;238;98;10;194;;Платежное поручение № 447 от 27.10.2014 Доплата по счёту № 3102 от 15.10.2014г. В том числе НДС 18 % - 1401.78;
3782;ИСТИНА;27.10.2014;53;157 800,00;0,00;1039;2076;98;10;194;;Платежное поручение № 623 от 24.10.2014 157800.00 Возврат денежных средств перечисленных в качестве обеспечения контракта №0373200631114000004_310085 от 01.10.14г.( п/п №341 от 23.09.2014г.)Без налога НДС;
3374;ИСТИНА;27.10.2014;60;199 568,04;0,00;306;610;98;10;194;;Платежное поручение № 422 от 23.10.2014 (340):199568,04 Оплата Сч.№ УТ-135 от 23.09.14г.Сч/ф №УТ-165 от23.09.14г. ТН №УТ-135 от 23.09.14 ГК№13П/38/14 от 02.09.2014 за хоз. товары (ДГП №38), в том числе НДС - 30442.58;
3372;ИСТИНА;27.10.2014;60;14 459,60;0,00;306;610;98;10;194;;Платежное поручение № 421 от 23.10.2014 (340):14459,60 Оплата Сч.№ УТ-128 от 18.09.14г.Сч/ф №УТ-158 от18.09.14г. ТН №УТ-128 от 18.09.14 ГК№13П18/38/14 от 02.09.2014 за хоз. товары (ДГП №18), в том числе НДС - 2205.70;
3375;ИСТИНА;27.10.2014;53;55 842,41;0,00;306;610;98;10;194;;Платежное поручение № 446 от 27.10.2014 55842,41 Возврат средств по Договору № 13П18/38/14 от02.09.2014г НДС не облагается;
3676;ИСТИНА;27.10.2014;49;0,00;28 418,03;870;1738;98;10;194;;Платежное поручение № 446 от 27.10.2014 Доплата по счёту № 0НХ/1581554/366840 от 20.10.14г. В том числе НДС 18 % - 4334.95;
3522;ИСТИНА;27.10.2014;30;0,00;30,00;649;1296;98;10;194;;Банковский ордер № 694478 от 27.10.2014 Комиссия за ПП/ПТ в КБ через ДБО согласно договора РКО № 40702810838170023089 от '10/01/2014'. Документ(ы): №446 (28418.03 RUR ) от 27/10/14. Без НДС;
3188;ИСТИНА;28.10.2014;53;110 477,78;0,00;12;22;98;10;194;;Платежное поручение № 774 от 27.10.2014 02 Возврат средств, вносимых в качестве обеспечения исполнения Гос. контракта № 037320013611400001560025.(Первичный плажеж № 403 от 09.10.2014) на поставку товаров хозяйственно-бытового назначения. НДС не обл;
3230;ИСТИНА;28.10.2014;53;47 999,71;0,00;23;44;98;10;194;;Платежное поручение № 862 от 27.10.2014 (02) 47999-71. Возврат обеспечения исполнения контракта по п/п № 401 от 09.10.2014 г. Без НДС;
3218;ИСТИНА;29.10.2014;60;357 621,25;0,00;19;36;98;10;194;;Платежное поручение № 25 от 28.10.2014 (054,0905,02В0281,244,340,10,96000)Оплата за чистящие,моющие стедства сч№ УТ-213 от 22.10.14г.ГК.13П18/0373200143814000003/64 от 08.10.14г.Тов-нак.№ УТ-213 от 22.10.14г. БО 135345, в том числе НДС 18% 54 552,40;
3283;ИСТИНА;29.10.2014;49;0,00;74 293,20;86;170;98;10;194;;Платежное поручение № 448 от 29.10.2014 Оплата хоз.средств по счёту № 3001 от 27.10.14, в т.ч. НДС -11332,86р;
3769;ИСТИНА;29.10.2014;60;158 954,11;0,00;1020;2038;98;10;194;;"Платежное поручение № 138 от 28.10.2014 (340):158954.11;Оплата за хоз.инвентарь и моющ.ср-тва по ТН №УТ-225 от 28.10.14 согл.Гос.Контракта №ОП4/2014 от 08.10.14 счет УТ-225 от 28.10.2014.В т.ч. НДС 18%-24247.24.";
3779;ИСТИНА;29.10.2014;60;78 835,48;0,00;1039;2076;98;10;194;;Платежное поручение № 632 от 28.10.2014 (340)78835.48 Оплата за хоз.средства,дог.№0373200631114000004_310085 от 01.10.2014,сч№УТ-175 от 14.10.14,сч№УТ-176 от 14.10.14,накл.№УТ-175 от 14.10.14,накл.№УТ-176 от 14.10.14РОД.ПЛ В т.ч. НДС (18%) - 12025-75;
3780;ИСТИНА;29.10.2014;60;90 335,80;0,00;1039;2076;98;10;194;;Платежное поручение № 633 от 28.10.2014 (340)90335.80 Оплата за хоз.средства,дог.№0373200631114000004_310085 от 01.10.2014,сч№УТ-173 от 14.10.14,сч№УТ-174 от 14.10.14,накл.№УТ-173 от 14.10.14,накл.№УТ-174 от 14.10.14РОД.ПЛ В т.ч. НДС (18%) - 13780-04;
3781;ИСТИНА;29.10.2014;60;98 668,17;0,00;1039;2076;98;10;194;;Платежное поручение № 634 от 28.10.2014 (340)98668.17 Оплата за хоз.средства,дог.№0373200631114000004_310085 от 01.10.2014,сч№УТ-172 от 14.10.14,сч№УТ-171 от 14.10.14,накл.№УТ-172 от 14.10.14,накл.№УТ-171 от 14.10.14РОД.ПЛ В т.ч. НДС (18%) - 15051-08;
3370;ИСТИНА;29.10.2014;60;165 639,27;0,00;303;604;98;10;194;;Платежное поручение № 414 от 28.10.2014 (340) : 165639-27.За полотенца бумажные.Сч. 216,217 от 23.10.14. Накл. 216,217 от 23.10.14. ДОГ. N 21/14 от 15.04.2014, в том числе НДС 18%: 25267,01;
3339;ИСТИНА;29.10.2014;53;15 265,40;0,00;258;514;98;10;194;;Платежное поручение № 375 от 27.10.2014 02 Возврат средств, вносимых в качестве обеспечения исполнения гос.контранта № 0373200136114000015_61946Г (пп 400 от 09.10.14). НДС не облагается.;
3592;ИСТИНА;29.10.2014;30;0,00;60,00;649;1296;98;10;194;;"Банковский ордер № 810875 от 29.10.2014 Комиссия за ПП/ПТ в КБ через ДБО согласно договора РКО № 40702810838170023089 от '10/01/2014'. Документ(ы):  Документ(ы):; от 29/10/14 №№: 450 (13628.08 RUR ), 448 (74293.2 RUR ). Без НДС";
3674;ИСТИНА;29.10.2014;49;0,00;13 628,08;870;1738;98;10;194;;Платежное поручение № 450 от 29.10.2014 Оплата по счёту № 0НХ/1581554/372105 от 28.10.14г, в т.ч. НДС - 2078,85р.;
3778;ИСТИНА;29.10.2014;60;84 580,55;0,00;1039;2076;98;10;194;;Платежное поручение № 635 от 28.10.2014 (340)84580.55 Оплата за хоз.средства,дог.№0373200631114000004_310085 от 01.10.2014,сч№УТ-170 от 14.10.14,сч№УТ-169 от 14.10.14,накл.№УТ-170 от 14.10.14,накл.№УТ-169 от 14.10.14РОД.ПЛ В т.ч. НДС (18%) - 12902,12;
3254;ИСТИНА;29.10.2014;51;0,00;37 475,00;32;62;98;10;194;;Платежное поручение № 449 от 29.10.2014 Обеспечение имполнения Государственного контракта НДС не облагается;
3397;ИСТИНА;30.10.2014;53;158 941,33;0,00;350;698;98;10;194;;Платежное поручение № 571 от 30.10.2014 02 Возврат средств,внос.в кач-ве обеспеч.исполн.Гос.контракта по п/п №397 от 09.10.14г.НДС не облагается;
3760;ИСТИНА;31.10.2014;53;192 132,03;0,00;1008;2014;98;10;194;;Платежное поручение № 2 от 31.10.2014 Возврат обеспечения исполнения обязательств по договору № 1101/29 от 26.08.2014г на поставку хоз.товаров для нужд ГБОУ Школа № 1101.Без НДС;
3750;ИСТИНА;31.10.2014;53;37 494,60;0,00;965;1928;98;10;194;;Платежное поручение № 698 от 31.10.2014 (л/с 05731820990)Возврат средств поступивших для обесп-я исполнения ГК № 015 по п/п 315 от 16.09.14 НДС не облагается.;
3732;ИСТИНА;31.10.2014;51;0,00;11 775,00;932;1862;98;10;194;;Платежное поручение № 456 от 31.10.2014 Обеспечение исполнения Государственного Контракта НДС не облагается;
3221;ИСТИНА;31.10.2014;53;14 208,28;0,00;20;38;98;10;194;;Платежное поручение № 433 от 30.10.2014 02 Возврат средств внесенных в качестве обеспечения исполнения гос.контракта №0373200136114000015_48926И (п/п №402 от 09.10.2014), в т.ч. НДС не облагается;
3639;ИСТИНА;31.10.2014;51;0,00;148 309,80;805;1608;98;10;194;;Платежное поручение № 457 от 31.10.2014 Обеспечение исполнения Государственного контракта НДС не облагается;
3650;ИСТИНА;31.10.2014;49;0,00;112 500,00;813;1624;98;10;194;;Платежное поручение № 454 от 31.10.2014 Оплата хоз. средств по счёту № 9897 от 28.10.14, в т.ч. НДС - 17161,02р.;
3424;ИСТИНА;31.10.2014;49;0,00;119 779,44;444;886;98;10;194;;Платежное поручение № 455 от 31.10.2014 Оплата хоз.товаров по счёту № 6163 от 16.10.14 г, в т.ч. НДС - 18271,44р.;
3599;ИСТИНА;31.10.2014;30;0,00;90,00;649;1296;98;10;194;;"Банковский ордер № 159611 от 31.10.2014 Комиссия за ПП/ПТ в КБ через ДБО согласно договора РКО № 40702810838170023089 от '10/01/2014'. Документ(ы):  Документ(ы):; от 31/10/14 №№: 454 (112500 RUR ), 455 (119779.44 RUR ), 453 (38313.18 RUR ). Без НДС";
3336;ИСТИНА;31.10.2014;60;274 928,50;0,00;255;508;98;10;194;;Платежное поручение № 906 от 29.10.2014 (148,0909,04Д0981,244,340):274928-50. БО 132758. Оплата по счету № УТ-196 от 17.10.2014., Ут-166 от 10.10.2014 за хоз. товары. НДС - 41938-25.;
3680;ИСТИНА;31.10.2014;49;0,00;38 313,18;870;1738;98;10;194;;Платежное поручение № 453 от 31.10.2014 Оплата канц.товаров по счёту № 0НХ/1581554/372934 от 29.10.14г., в т.ч. НДС - 5844,38р;
3259;ИСТИНА;05.11.2014;49;0,00;34 468,80;33;64;98;10;194;;Платежное поручение № 463 от 05.11.2014 Оплата стройматериалы по счету № 7733 от 28.10.14 В том числе НДС 18 % - 5257.95;
3232;ИСТИНА;05.11.2014;49;0,00;41 310,00;24;46;98;10;194;;Платежное поручение № 462 от 05.11.2014 Оплата за линолеум по счету № 1582436 от 28.10.14 В том числе НДС 18 % - 6301.53;
3371;ИСТИНА;05.11.2014;60;59 661,21;0,00;306;610;98;10;194;;Платежное поручение № 546 от 31.10.2014 (340): 59661,21 Оплата Сч.№ УТ-134 от 23.09.14г.Сч/ф №УТ-164 от23.09.14г. ТН №УТ-134от 23.09.14 ГК№13П/38/14 от 02.09.2014 за хоз. товары (ДГП №139), в том числе НДС - 9100.86;
3762;ИСТИНА;05.11.2014;60;119 740,82;0,00;1008;2014;98;10;194;;Платежное поручение № 744 от 31.10.2014 (340) Оплата за хозтовары по контракту № 1101/29 от 26.08.2014г счет УТ-189 от 16.10.2014.В т.ч. НДС 18%-18265.55.;
3443;ИСТИНА;05.11.2014;33;0,00;2 083,04;474;946;98;10;194;;Платежное поручение № 460 от 05.11.2014 Оплата за электроэнергию по Договору № 1015 от 16.01.14г. сч.№ 1408001015Э от 31.08.14 за сентябрь, В том числе НДС 18 % - 317,75;
3498;ИСТИНА;05.11.2014;49;0,00;3 386,48;639;1276;98;10;194;;Платежное поручение № 461 от 05.11.2014 Оплата за товары бытовой химии по счету № 8745 от 05.11.14 НДС не облагается;
3764;ИСТИНА;05.11.2014;60;37 525,80;0,00;1008;2014;98;10;194;;Платежное поручение № 745 от 31.10.2014 (340) Оплата за хоз. товары по контракту № 1101/29 от 26.08.2014г счет УТ-178 от 14.10.2014.В т.ч. НДС 18%-5724.27.;
3638;ИСТИНА;05.11.2014;51;0,00;148 309,80;805;1608;98;10;194;;Платежное поручение № 458 от 05.11.2014 Обеспечение исполнения Государственного контракта НДС не облагается;
3765;ИСТИНА;05.11.2014;60;89 114,43;0,00;1008;2014;98;10;194;;Платежное поручение № 746 от 31.10.2014 (340) Оплата за хоз. товары по контракту № 1101/29 от 26.08.2014г счет УТ-167 от 10.10.2014.В т.ч. НДС 18%-13593.73.;
3586;ИСТИНА;05.11.2014;30;0,00;2 200,00;649;1296;98;10;194;;Банковский ордер № 185632 от 05.11.2014 Авансовая плата за использование лимитированного тарифного плана МБ_ЛимТП Базис 'LIMIT_MSK_B' за период с '01/11/2014' по '30/11/2014' N дог. 40702810838170023089 . НДС не взим. (Усл.опл.: без акцепта, согл. пр;
3444;ИСТИНА;05.11.2014;33;0,00;36 180,00;474;946;98;10;194;;Платежное поручение № 459 от 05.11.2014 Оплата аренды за ноябрь по договору аренды №1015 от 16.01.2014г. В том числе НДС 18 % - 5518.98;
3763;ИСТИНА;05.11.2014;60;21 732,36;0,00;1008;2014;98;10;194;;Платежное поручение № 742 от 31.10.2014 (340) Оплата за хозтовары по контракту № 1101/29 от 26.08.2014г счет УТ-191 от 16.10.2014.В т.ч. НДС 18%-3315.11.;
3341;ИСТИНА;05.11.2014;60;99 914,86;0,00;265;528;98;10;194;;Платежное поручение № 992 от 30.10.2014 (340):99914.86 Контракт 17 ОМТС от 24.10.2014г. Сч.№ УТ-226 от 28.10.2014г.Тов.накл.№ УТ-226 от 28.10.2014г .Поставка стиральных порошков, усилителя стирки и отбеливателя НДС 15 241.25;
3269;ИСТИНА;05.11.2014;49;0,00;105 750,95;37;72;98;10;194;;Платежное поручение № 465 от 05.11.2014 Оплата за хоз товары по счету № 822 от 28.10.14 В том числе НДС 18 % - 16131.50;
3633;ИСТИНА;05.11.2014;49;0,00;39 464,03;782;1562;98;10;194;;Платежное поручение № 466 от 05.11.2014 Оплата за хозтовары по счету № 3689 от 05.11.14 В том числе НДС 18 % - 6019.94;
3712;ИСТИНА;05.11.2014;51;0,00;13 185,98;894;1786;98;10;194;;Платежное поручение № 467 от 05.11.2014 Обеспечение исполнения Договора НДС не облагается;
3670;ИСТИНА;05.11.2014;49;0,00;14 700,00;854;1706;98;10;194;;Платежное поручение № 464 от 05.11.2014 Оплата за эмаль по счету № 11480 от 28.10.14 В том числе НДС 18 % - 2242.37;
3761;ИСТИНА;05.11.2014;60;159 124,59;0,00;1008;2014;98;10;194;;Платежное поручение № 743 от 31.10.2014 (340) Оплата за хоз.товары по Контракту № 1101/29 от 26.08.2014г счет УТ-188 от 16.10.2014.В т.ч. НДС 18%-24273.24.;
3786;ИСТИНА;06.11.2014;49;0,00;48 000,00;1165;2328;98;10;194;;Платежное поручение № 468 от 05.11.2014 Оплата за услуги по подбору персонала по Договору № 26/48 от 11.07.14, счет № 1020  от 13.10.14 НДС не облагается;
3462;ИСТИНА;06.11.2014;49;0,00;44 880,00;510;1018;98;10;194;;Платежное поручение № 470 от 06.11.2014 Оплата за хоз.товары по счету № 13330 от 05.11.14 В том числе НДС 18 % - 6846.10;
3250;ИСТИНА;06.11.2014;60;62 400,00;0,00;29;56;98;10;194;;Платежное поручение № 69 от 06.11.2014 (21736Ц36950) 00000000000000000340 (007003) приобр мат зап (хоз мат-лы контр №265/к/340/10/14 от 08.10.14) сч №УТ-220 от 29.10.14 накл №УТ-220 от 29.10.14 в т.ч. НДС 9518.63;
3493;ИСТИНА;06.11.2014;49;0,00;32 156,06;639;1276;98;10;194;;Платежное поручение № 471 от 06.11.2014 Оплата за товары бытовой химии по счету № 8790 от 05.11.14 В том числе НДС 18 % - 4905.16;
3494;ИСТИНА;06.11.2014;49;0,00;53 999,62;639;1276;98;10;194;;Платежное поручение № 469 от 06.11.2014 Оплата за товары бытовой химии по счету № 8820 от 06.11.14 В том числе НДС 18 % - 8237.23;
3566;ИСТИНА;06.11.2014;30;0,00;60,00;649;1296;98;10;194;;"Банковский ордер № 330107 от 06.11.2014 Комиссия за ПП/ПТ в КБ через ДБО согласно договора РКО № 40702810838170023089 от '10/01/2014'. Документ(ы):  Документ(ы):; от 06/11/14 №№: 469 (53999.62 RUR ), 471 (32156.06 RUR ). Без НДС";
3565;ИСТИНА;06.11.2014;30;0,00;8,00;649;1296;98;10;194;;Банковский ордер № 330112 от 06.11.2014 Комиссия за ПП/ПТ в СБ через ДБО согласно договора РКО № 40702810838170023089 от '10/01/2014'.Документ(ы): №470 (44880 RUR ) от 06/11/14. Без НДС;
3396;ИСТИНА;07.11.2014;60;230 013,60;0,00;350;698;98;10;194;;"Платежное поручение № 632 от 06.11.2014 (340):230013.60;Опл.за получ.канцтовары(бумага).Счет № УТ-221 от 29.10.2014г,накл. № 00УТ-000221 от 29.10.2014г.ГПД № 86/14 от 15.10.2014г, в т.ч. НДС(18%)-35086-82";
3319;ИСТИНА;07.11.2014;60;243 888,67;0,00;167;332;98;10;194;;"Платежное поручение № 771 от 06.11.2014 (340):243888.67;Частич.опл.по счету за хоз.и канц.товары.(бумага,освеж.возд..)Т/н УТ-201 от 17.10.14 Контракт №006/1370 от 18.09.2014г. счет УТ-43 от 28.10.2014.В т.ч. НДС18%-37203.36.";
3222;ИСТИНА;07.11.2014;60;347 510,00;0,00;21;40;98;10;194;;"Платежное поручение № 98 от 07.11.2014 (171-0109-3820059-244-340; л/с03481669640) Строительные материалы ( карпич красный,эмаль,коллер для красок,клей,гипсокартон,герметик,линолиум,доска обрезная), в т.ч. НДС 53010-00.";
3312;ИСТИНА;07.11.2014;60;2 273,26;0,00;167;332;98;10;194;;"Платежное поручение № 766 от 06.11.2014 (340):2273.26;Частич.опл.по счету за хоз.и канц.товары.(бумага,освеж.возд..)Т/н УТ-184 от 14.10.14 Контракт №006/1370 от 18.09.2014г. счет УТ-43 от 28.10.2014.В т.ч. НДС18%-346.77.";
3311;ИСТИНА;07.11.2014;60;676,00;0,00;167;332;98;10;194;;"Платежное поручение № 777 от 06.11.2014 (340):676.00;Частич.опл.по счету за хоз.и канц.товары.(бумага,освеж.возд..)Т/н ООУТ-000185 от 14.10.14 Контракт №006/1370 от 18.09.2014г. счет УТ-43 от 28.10.2014.В т.ч. НДС18%-103.12.";
3316;ИСТИНА;07.11.2014;60;86 470,46;0,00;167;332;98;10;194;;"Платежное поручение № 775 от 06.11.2014 (340):86470.46;Частич.опл.по счету за хоз.и канц.товары.(бумага,освеж.возд..)Т/н ООУТ-000186 от 17.10.14 Контракт №006/1370 от 18.09.2014г. счет УТ-43 от 28.10.2014.В т.ч. НДС18%-13190.41.";
3318;ИСТИНА;07.11.2014;60;197 401,49;0,00;167;332;98;10;194;;"Платежное поручение № 769 от 06.11.2014 (340):197401.49;Частич.опл.по счету за хоз.и канц.товары.(бумага,освеж.возд..)Т/н УТ-199 от 17.10.14 Контракт №006/1370 от 18.09.2014г. счет УТ-43 от 28.10.2014.В т.ч. НДС18%-30112.09.";
3216;ИСТИНА;07.11.2014;60;45 976,00;0,00;19;36;98;10;194;;Платежное поручение № 49 от 06.11.2014 (054,0905,02В0281,244,340,10,96000)Оплата за чистящие,моющие стедства сч№ УТ-228 от 22.10.14г.ГК.13П18/0373200143814000003/64 от 08.10.14г.Тов-нак.№ 00УТ-000228 от 22.10.14г. БО 135345, в т.ч. НДС 18% 7 013,29;
3320;ИСТИНА;07.11.2014;60;54 802,18;0,00;167;332;98;10;194;;"Платежное поручение № 764 от 06.11.2014 (340):54802.18;Частич.опл.по счету за хоз.и канц.товары.(бумага,освеж.возд.,клей)Т/н УТ-181 от 14.10.14 Контракт №006/1370 от 18.09.2014г. счет УТ-43 от 28.10.2014.В т.ч. НДС18%-8359.65.";
3314;ИСТИНА;07.11.2014;60;51 035,10;0,00;167;332;98;10;194;;"Платежное поручение № 776 от 06.11.2014 (340):51035.10;Частич.опл.по счету за хоз.и канц.товары.(бумага,освеж.возд..)Т/н ООУТ-000183 от 14.10.14 Контракт №006/1370 от 18.09.2014г. счет УТ-43 от 28.10.2014.В т.ч. НДС18%-7785.02.";
3313;ИСТИНА;07.11.2014;60;7 749,00;0,00;167;332;98;10;194;;"Платежное поручение № 768 от 06.11.2014 (340):7749.00;Частич.опл.по счету за хоз.и канц.товары.(бумага,освеж.возд..)Т/н УТ-194 от 17.10.14 Контракт №006/1370 от 18.09.2014г. счет УТ-43 от 28.10.2014.В т.ч. НДС18%-1182.05.";
3400;ИСТИНА;07.11.2014;60;350 118,75;0,00;350;698;98;10;194;;"Платежное поручение № 633 от 06.11.2014 (340):350118.75;Опл.за получ.канцтовары(бумага).Счет № УТ-222 от 29.10.2014г,накл. № 00УТ-000222 от 29.10.2014г.ГПД № 86/14 от 15.10.2014г, в т.ч. НДС(18%)-53407-95";
3322;ИСТИНА;07.11.2014;60;1 937,00;0,00;167;332;98;10;194;;"Платежное поручение № 770 от 06.11.2014 (340):1937.00;Частич.опл.по счету за хоз.и канц.товары.(бумага,освеж.возд..)Т/н УТ-200 от 17.10.14 Контракт №006/1370 от 18.09.2014г. счет УТ-43 от 28.10.2014.В т.ч. НДС18%-295.47.";
3317;ИСТИНА;07.11.2014;60;124 840,42;0,00;167;332;98;10;194;;"Платежное поручение № 765 от 06.11.2014 (340):124840.42;Частич.опл.по счету за хоз.и канц.товары.(бумага,освеж.возд..)Т/н УТ-182 от 14.10.14 Контракт №006/1370 от 18.09.2014г. счет УТ-43 от 28.10.2014.В т.ч. НДС18%-19043.45.";
3768;ИСТИНА;07.11.2014;53;42 146,84;0,00;1020;2038;98;10;194;;"Платежное поручение № 12 от 07.11.2014 02 Возврат обеспечения исполнения обязательств по Договору №0П4/2014 от 08.10.14 по п/п 388 от 06.10.14;Без НДС";
3321;ИСТИНА;07.11.2014;60;91 422,05;0,00;167;332;98;10;194;;"Платежное поручение № 767 от 06.11.2014 (340):91422.05;Частич.опл.по счету за хоз.и канц.товары.(бумага,освеж.возд..)Т/н УТ-187 от 17.10.14 Контракт №006/1370 от 18.09.2014г. счет УТ-43 от 28.10.2014.В т.ч. НДС18%-13945.74.";
3315;ИСТИНА;07.11.2014;60;83 367,72;0,00;167;332;98;10;194;;"Платежное поручение № 772 от 06.11.2014 (340):83367.72;Частич.опл.по счету за хоз.и канц.товары.(бумага,освеж.возд..)Т/н УТ-180 от 14.10.14 Контракт №006/1370 от 18.09.2014г. счет УТ-43 от 28.10.2014.В т.ч. НДС18%-12717.11.";
3226;ИСТИНА;10.11.2014;53;24 900,00;0,00;21;40;98;10;194;;Платежное поручение № 602 от 10.11.2014 Возврат обеспечение исполнения государственного контракта N64-2014 от 13.10.2014г. Без налога (НДС);
